CIho00497,S,
CIho01461,S,
CIho01468,S,
CIho01604,S,
CIho02266,W,
CIho02337,S,
CIho02339,S,
CIho02479,W,
CIho03549,F,
CIho03556,S,
CIho03581,S,
CIho03642,S,
CIho03694,S,
CIho03709,S,
CIho03734,S,
CIho03826,W,
CIho03853,W,
CIho03865,W,
CIho03886,W,
CIho04049,S,
CIho04050,S,
CIho04056,S,
CIho04063,S,
CIho04064,S,
CIho04069,S,
CIho04074,S,
CIho04083,S,
CIho04095,S,
CIho04144,S,
CIho04159,S,
CIho04176,S,
CIho04184,S,
CIho04188,S,
CIho06294,S,
CIho06601,,
CIho06952,S,
CIho10058,W,
CIho11757,W,
CIho11812,S,
CIho11849,S,
CIho13141,S,
CIho13353,S,
CIho13737,S,
CIho13742,S,
CIho13743,S,
CIho13745,S,
CIho14051,W,
CIho14052,S,
CIho14053,S,
CIho14054,S,
CIho14055,S,
CIho14059,S,
CIho14124,S,
CIho14151,S,
CIho14216,S,
CIho14219,S,
CIho14222,S,
CIho14228,S,
CIho14234,S,
CIho14239,S,
CIho14250,S,
CIho14255,S,
CIho14258,S,
CIho14260,S,
CIho14268,S,
CIho14291,S,
CIho14326,W,
CIho14327,W,
CIho14328,W,
CIho14332,W,
CIho14333,S,
CIho14334,S,
CIho14341,W,
CIho14344,S,
CIho14345,S,
CIho14391,S,
CIho14394,S,
CIho14395,S,
CIho14401,W,
CIho14880,S,
CIho14881,S,
CIho14883,S,
CIho14978,S,
CIho15279,S,
CIho15282,S,
CIho15286,S,
CIho15288,S,
CIho15290,S,
CIho15291,S,
CIho15299,S,
CIho15304,S,
CIho15309,S,
CIho15310,S,
CIho15311,S,
CIho15313,S,
CIho15326,S,
CIho15336,S,
CIho15339,S,
CIho15349,S,
CIho15350,S,
CIho15355,S,
CIho15362,S,
CIho15364,S,
CIho15365,S,
PI117347,S,
PI125321,S,
PI134636,S,
PI135758,S,
PI135761,S,
PI138698,S,
PI138699,S,
PI138706,S,
PI138709,S,
PI138710,S,
PI138711,S,
PI138722,W,
PI138726,S,
PI140277,S,
PI140278,S,
PI141423,S,
PI141441,S,
PI151787,S,
PI151795,S,
PI155303,S,
PI164385,S,
PI164744,S,
PI165883,S,
PI166058,S,
PI166060,S,
PI166078,,
PI167271,S,
PI168328,S,
PI168367,S,
PI173518,S,
PI173577,S,
PI176004,S,
PI176010,S,
PI176021,S,
PI176035,S,
PI176042,S,
PI176061,W,
PI176071,W,
PI176112,S,
PI176113,S,
PI176118,S,
PI176129,S,
PI176144,S,
PI176162,S,
PI178283,S,
PI178285,S,
PI178332,S,
PI178594,S,
PI178609,S,
PI178636,S,
PI178637,S,
PI181102,S,
PI181108,S,
PI181113,S,
PI182373,S,
PI182602,W,
PI182659,S,
PI182661,S,
PI182662,S,
PI182679,S,
PI182681,S,
PI182684,S,
PI182687,S,
PI182691,S,
PI182693,S,
PI182726,S,
PI183636,W,
PI184103,S,
PI184112,S,
PI186125,S,
PI186130,W,
PI186134,W,
PI186424,S,
PI190271,W,
PI190786,S,
PI190787,S,
PI190790,S,
PI190824,S,
PI190852,S,
PI193799,S,
PI194951,S,
PI194952,S,
PI198734,S,
PI217948,W,
PI220659,S,
PI220660,W,
PI223143,S,
PI223446,S,
PI223509,S,
PI223879,S,
PI225136,W,
PI226639,S,
PI227449,S,
PI233834,S,
PI243581,W,
PI243587,W,
PI243588,S,
PI243607,S,
PI243609,W,
PI244041,S,
PI244785,S,
PI244791,S,
PI244807,W,
PI244823,S,
PI244826,S,
PI247928,S,
PI250365,S,
PI250366,W,
PI250775,S,
PI250778,S,
PI250861,S,
PI253313,S,
PI253938,S,
PI264210,S,
PI264864,S,
PI264870,S,
PI264888,S,
PI264890,S,
PI264891,S,
PI264894,S,
PI264897,S,
PI264903,S,
PI264904,S,
PI264906,S,
PI264909,S,
PI264912,S,
PI264916,W,
PI264921,S,
PI264922,S,
PI264923,S,
PI264926,S,
PI268241,S,
PI268250,S,
PI268255,S,
PI268256,S,
PI269899,S,
PI269912,S,
PI273905,S,
PI277393,S,
PI282616,S,
PI283397,S,
PI283441,S,
PI285118,S,
PI285124,S,
PI286388,S,
PI286389,S,
PI289811,S,
PI290346,S,
PI295442,S,
PI295581,S,
PI296185,S,
PI296192,S,
PI296453,S,
PI296455,S,
PI296457,S,
PI296459,S,
PI296460,S,
PI296472,S,
PI298708,S,
PI298738,S,
PI316801,S,
PI316874,S,
PI319867,S,
PI327702,W,
PI327704,S,
PI327708,W,
PI327719,S,
PI327738,W,
PI327764,W,
PI327810,W,
PI327827,W,
PI327830,W,
PI327833,S,
PI327836,W,
PI327837,W,
PI327838,,
PI327840,W,
PI327842,W,
PI327849,W,
PI327857,W,
PI327858,W,
PI327860,S,
PI327861,S,
PI327862,W,
PI327863,W,
PI327864,W,
PI327868,S,
PI327869,S,
PI327870,S,
PI327907,S,
PI328152,S,
PI328154,S,
PI328162,S,
PI328171,S,
PI328200,S,
PI328207,S,
PI328208,S,
PI328244,S,
PI328253,S,
PI328279,S,
PI328299,S,
PI328327,S,
PI328336,S,
PI328388,S,
PI328409,S,
PI328417,S,
PI328484,S,
PI328485,S,
PI328486,S,
PI328498,S,
PI328520,S,
PI328577,S,
PI328578,S,
PI328632,S,
PI328637,S,
PI328639,S,
PI328728,S,
PI328729,S,
PI328787,S,
PI328858,W,
PI328907,S,
PI328924,S,
PI328945,S,
PI328976,S,
PI329000,S,
PI329032,S,
PI329042,S,
PI329043,F,
PI329114,F,
PI331217,S,
PI331895,S,
PI331912,S,
PI342031,S,
PI342139,S,
PI342198,S,
PI342219,S,
PI342270,S,
PI342283,S,
PI342329,S,
PI342331,S,
PI344865,S,
PI344867,S,
PI344871,S,
PI344874,S,
PI344886,S,
PI344889,S,
PI344903,S,
PI344920,S,
PI344926,S,
PI344928,S,
PI344930,S,
PI344932,S,
PI344936,S,
PI344940,S,
PI344941,S,
PI344942,S,
PI344944,S,
PI344958,S,
PI349896,S,
PI349907,S,
PI350713,S,
PI350715,S,
PI350717,F,
PI350725,S,
PI356264,S,
PI356333,S,
PI356505,S,
PI356580,S,
PI356711,S,
PI356713,S,
PI356715,S,
PI356718,S,
PI356719,S,
PI356732,S,
PI356734,S,
PI356737,W,
PI356741,S,
PI356742,S,
PI356759,S,
PI356763,S,
PI356775,S,
PI362381,S,
PI366439,S,
PI366450,S,
PI366453,S,
PI366478,W,
PI370782,S,
PI370821,S,
PI370833,F,
PI370852,S,
PI370862,F,
PI370867,S,
PI370869,S,
PI370966,S,
PI370970,S,
PI370983,S,
PI370994,S,
PI371017,S,
PI371056,S,
PI371079,S,
PI371100,S,
PI371102,S,
PI371105,S,
PI371111,S,
PI371149,S,
PI371156,S,
PI371172,S,
PI371196,S,
PI371217,S,
PI371245,S,
PI371248,S,
PI371275,S,
PI371298,S,
PI371320,S,
PI371323,S,
PI371327,S,
PI371335,S,
PI371338,S,
PI371377,S,
PI371384,S,
PI371390,S,
PI371392,S,
PI371441,S,
PI371477,S,
PI371490,S,
PI372077,S,
PI374413,S,
PI374420,S,
PI374421,S,
PI374424,S,
PI374429,S,
PI374437,S,
PI378216,S,
PI378218,S,
PI378224,S,
PI382275,S,
PI382296,S,
PI382343,S,
PI382437,S,
PI382506,S,
PI382798,S,
PI382860,S,
PI382911,S,
PI382982,S,
PI383031,S,
PI383136,S,
PI386406,S,
PI386462,S,
PI386524,S,
PI386559,S,
PI386601,S,
PI386650,S,
PI386723,S,
PI386759,S,
PI386838,S,
PI386844,S,
PI386940,S,
PI387098,S,
PI390302,S,
PI390304,,
PI390323,S,
PI405744,S,
PI405756,W,
PI405762,W,
PI405780,S,
PI405792,S,
PI405802,S,
PI410437,S,
PI410444,S,
PI410451,S,
PI410456,S,
PI410464,S,
PI410465,S,
PI410471,S,
PI410475,S,
PI410478,S,
PI410481,S,
PI410483,S,
PI410507,S,
PI410509,S,
PI410516,S,
PI410520,S,
PI410522,S,
PI410525,S,
PI415314,S,
PI415330,,
PI415331,S,
PI415348,S,
PI415349,S,
PI415362,W,
PI415363,W,
PI415365,S,
PI420454,S,
PI420459,S,
PI420462,S,
PI420482,S,
PI420922,S,
PI420923,S,
PI422225,S,
PI422226,S,
PI422230,S,
PI422232,S,
PI422233,S,
PI429311,S,
PI429312,S,
PI429313,S,
PI429314,S,
PI429360,S,
PI429504,S,
PI429519,S,
PI429521,S,
PI429526,S,
PI429533,S,
PI429546,S,
PI429594,S,
PI429883,S,
PI429947,W,
PI429995,S,
PI430743,S,
PI430744,S,
PI430745,S,
PI467375,S,
PI467486,S,
PI467657,S,
PI467684,S,
PI467690,W,
PI467691,S,
PI467692,S,
PI494169,W,
PI494175,W,
PI513169,W,
PI513195,W,
PI513197,W,
PI513200,W,
PI513205,S,
PI513226,S,
PI559494,S,
PI559501,W,
PI559516,,
PI559518,,
PI559519,W,
PI564595,W,
PI564603,W,
PI564613,W,
PI564614,W,
PI564616,W,
PI564620,W,
PI564621,W,
PI564622,W,
PI564627,S,
PI564641,W,
PI564644,W,
PI564648,S,
PI564649,S,
PI564661,W,
PI564662,W,
PI564663,W,
PI564664,W,
PI564666,S,
PI564669,W,
PI572573,S,
PI573610,S,
PI573659,S,
PI573660,S,
PI573661,S,
PI573662,S,
PI573663,S,
PI573668,S,
PI573675,S,
PI573682,S,
PI573687,S,
PI573702,S,
PI573703,S,
PI573760,S,
PI573786,S,
PI573792,W,
PI573802,S,
PI573817,W,
PI573864,S,
PI573926,W,
PI573953,W,
PI573967,W,
PI573969,W,
PI573977,W,
PI573982,W,
PI573985,S,
PI574003,S,
PI574033,W,
PI574062,W,
PI574067,W,
PI574081,W,
PI574085,W,
PI574089,S,
PI574091,S,
PI574094,S,
PI574292,W,
PI584785,W,
PI584786,S,
PI584788,W,
PI584962,S,
PI584963,S,
PI584971,S,
PI584973,S,
PI584974,S,
PI584975,F,
PI584977,S,
PI591876,S,
PI606305,S,
PI606311,S,
PI611491,S,
PI636056,S,
PI639299,S,
PI639300,S,
PI639344,S,
PI639345,S,
PI639346,S,
PI639357,S,
CIho01458,S,
CIho03576,S,
CIho06702,W,
CIho06721,S,
CIho06950,S,
CIho10549,S,
CIho10550,S,
CIho11688,S,
CIho11709,S,
CIho14158,S,
CIho14302,S,
PI005873,S,
PI024497,W,
PI026179,S,
PI027933,W,
PI029004,S,
PI030842,S,
PI035051,S,
PI038484,W,
PI038485,W,
PI039368,S,
PI039590,S,
PI042888,S,
PI047541,W,
PI048641,S,
PI055526,S,
PI057015,S,
PI057047,W,
PI057048,W,
PI057057,S,
PI057065,S,
PI057089,S,
PI057095,S,
PI057097,W,
PI057098,W,
PI057099,S,
PI057106,W,
PI057296,S,
PI057752,S,
PI057958,S,
PI058057,W,
PI060205,S,
PI060663,S,
PI060679,S,
PI060694,S,
PI060701,S,
PI061509,S,
PI061510,S,
PI061576,S,
PI061589,S,
PI064004,S,
PI064022,S,
PI068187,W,
PI068189,W,
PI068193,W,
PI068208,W,
PI068209,W,
PI068218,W,
PI068226,W,
PI069421,S,
PI069563,S,
PI070839,S,
PI070853,S,
PI073291,S,
PI073292,S,
PI073296,W,
PI073297,W,
PI073299,S,
PI073301,S,
PI073303,W,
PI073700,S,
PI076280,S,
PI076281,F,
PI076284,S,
PI076285,S,
PI076286,S,
PI076290,S,
PI076291,S,
PI076294,S,
PI076296,S,
PI076514,W,
PI078786,W,
PI080937,W,
PI080938,W,
PI083794,S,
PI084311,S,
PI084312,S,
PI084313,S,
PI084314,S,
PI087180,S,
PI087752,W,
PI087754,W,
PI087757,W,
PI087763,W,
PI087765,S,
PI087767,W,
PI087778,W-S,
PI087780,S,
PI087782,S,
PI087795,W,
PI087800,S,
PI087815,W,
PI087835,W-F,
PI087836,S,
PI087838,S,
PI087839,W,
PI087840,S,
PI087841,W-S,
PI087842,W,
PI087844,S,
PI094790,S,
PI094797,S,
PI094801,F,
PI094806,S,
PI094834,S,
PI094853,W,
PI094856,W,
PI094875,S,
PI094886,S,
PI094919,S,
PI182694,S,
PI183631,W,
PI190771,S,
PI235186,S,
PI264251,S,
PI264911,S,
PI283433,S,
PI327680,S,
PI327701,W,
PI327709,W-S,
PI327724,S,
PI327763,W,
PI327783,W,
PI327854,W,
PI327866,W,
PI327882,S,
PI328155,S,
PI331878,S,
PI342136,S,
PI344885,S,
PI344943,S,
PI344956,S,
PI356666,F,
PI356672,S,
PI356696,S,
PI356755,S,
PI356771,S,
PI370963,S,
PI371069,S,
PI374423,S,
PI420463,S,
PI434871,S,
PI467467,S,
PI513166,W-S,
PI513167,W-S,
PI564602,S,
PI564607,W,
PI564637,S,
PI564643,unknown,
PI564647,S-W,
PI564678,W,
PI584959,S,
PI636060,S,
,,
Note: unknown means we can not find the babit in the database or Maria's paper,,
S-W: Spring type mixed with winter type,,
W-S: Winter type mixed with spring type,,